policy_id,policyholder_age,policy_tenure_months,premium_amount,coverage_amount,payment_history_score,predicted_lapse_risk,confidence_interval_lower,confidence_interval_upper,explanation_strength,explanation_type,human_override,response_time_seconds,initial_trust_score,actual_lapse_occurred,post_decision_trust_score,intervention_taken,decision_timestamp,trust_change_direction,decision_delay_bucket,external_pressure
POL-108231,38,84,471.25,1101000,0.6,0.43,0.34,0.58,0.73,feature_importance,FALSE,15,0.75,FALSE,0.7,none,1/1/25 9:37,increase,fast,mild
POL-090819,28,200,70.81,128000,0.84,0.22,0.48,0.38,0.82,LIME,FALSE,52,0.65,FALSE,0.83,none,7/6/24 9:43,decrease,moderate,none
POL-19371,42,84,67.13,434000,0.73,0.05,0.26,0.8,0.78,rule-based,TRUE,130,0.71,TRUE,0.58,premium_adjustment,7/20/24 10:07,increase,delayed,none
POL-344318,58,312,980.57,120000,0.91,0.56,0.38,0.72,0.46,SHAP,FALSE,65,0.66,FALSE,0.68,premium_adjustment,10/17/25 16:33,increase,moderate,high
POL-608249,61,300,1500,274000,0.63,0.38,0.34,0.62,0.83,SHAP,FALSE,78,0.84,FALSE,0.78,coverage_review,11/26/25 17:26,increase,moderate,mild
POL-393227,49,12,190.15,262000,0.9,0.29,0.42,0.62,0.66,LIME,FALSE,56,0.9,FALSE,0.66,none,10/19/25 9:35,increase,moderate,none
POL-39482,37,12,497.86,88000,0.73,0.6,0.32,0.08,0.84,rule-based,TRUE,248,0.55,FALSE,0.5,premium_adjustment,4/8/25 12:19,decrease,delayed,high
POL-001247,28,420,122.25,1110000,0.92,0.27,0.42,0.46,0.79,SHAP,FALSE,50,0.78,FALSE,0.58,coverage_review,7/18/25 18:58,neutral,moderate,none
POL-304831,39,88,980.12,886000,0.61,0.05,0.25,0.12,0.61,SHAP,FALSE,32,0.7,FALSE,0.95,none,12/26/24 11:11,decrease,fast,none
POL-348282,48,110,128.89,1686000,0.87,0.28,0.22,0.54,0.65,SHAP,FALSE,82,0.51,FALSE,0.65,none,10/20/25 18:38,increase,moderate,none
POL-999714,70,240,189.76,1549000,0.88,0.29,0.38,0.64,0.79,LIME,FALSE,180,0.84,TRUE,0.52,coverage_review,2/11/24 16:10,increase,delayed,none
POL-864311,70,375,128.58,543000,0.95,0.08,0.3,0.76,0.62,LIME,TRUE,219,0.52,TRUE,0.9,premium_adjustment,4/11/25 11:37,increase,delayed,none
POL-570808,50,280,95,645000,0.82,0.53,0.02,0.5,0.63,SHAP,FALSE,15,0.73,FALSE,0.93,none,1/6/25 12:42,increase,fast,mild
POL-294660,28,184,210.3,2000000,0.97,0.05,0.02,0.44,0.82,rule-based,FALSE,60,0.54,FALSE,0.49,none,7/29/25 11:06,increase,moderate,none
POL-273921,36,155,273.87,426000,0.86,0.52,0.06,0.48,0.66,counterfactual,TRUE,18,0.66,FALSE,0.61,none,3/22/25 9:52,increase,fast,high
POL-033714,33,58,140.03,897000,0.71,0.22,0.36,0.46,0.69,SHAP,FALSE,75,0.78,FALSE,0.7,coverage_review,9/19/25 10:22,increase,moderate,none
POL-912345,42,180,368.72,465000,0.96,0.25,0.25,0.26,0.61,LIME,FALSE,288,0.63,FALSE,0.4,none,9/19/24 9:37,neutral,delayed,mild
POL-684919,43,500,254.81,722000,0.74,0.31,0.28,0.48,0.71,SHAP,FALSE,72,0.88,FALSE,0.68,none,12/20/24 15:52,increase,moderate,none
POL-127690,28,24,60.04,95000,0.94,0.32,0.32,0.12,0.65,LIME,FALSE,35,0.83,FALSE,0.72,none,5/21/24 13:42,decrease,fast,none
POL-970807,58,372,373.74,1113000,0.52,0.62,0.58,0.6,0.59,rule-based,TRUE,330,0.7,TRUE,0.56,premium_adjustment,7/11/25 8:55,neutral,delayed,high
POL-313474,31,464,720.11,772000,0.68,0.61,0.54,0.8,0.72,counterfactual,FALSE,254,0.79,TRUE,0.54,retention_call,9/18/24 11:33,increase,delayed,high
POL-015155,48,322,52.3,901000,0.72,0.27,0.34,0.31,0.8,LIME,FALSE,54,0.85,FALSE,0.82,coverage_review,3/18/24 16:45,neutral,moderate,none
POL-209843,40,500,414.12,993000,0.52,0.52,0.44,0.16,0.92,feature_importance,FALSE,310,0.58,TRUE,0.62,retention_call,1/26/24 9:52,decrease,delayed,high
POL-817311,51,374,1480.15,432000,0.74,0.58,0.34,0.62,0.63,rule-based,TRUE,39,0.77,TRUE,0.7,premium_adjustment,8/17/24 9:42,increase,fast,high
POL-219384,46,20,190.08,104000,0.97,0.21,0.15,0.28,0.86,SHAP,FALSE,28,0.65,FALSE,0.6,none,9/13/24 10:17,increase,fast,none
POL-608254,66,390,596.94,351000,0.61,0.42,0.5,0.24,0.63,rule-based,FALSE,170,0.64,TRUE,0.42,premium_adjustment,6/2/25 11:30,decrease,delayed,mild
POL-902000,55,334,58.53,334000,0.62,0.42,0.1,0.57,0.81,counterfactual,FALSE,122,0.68,FALSE,0.62,premium_adjustment,7/22/25 15:00,increase,delayed,mild
POL-318221,57,310,115.87,1541000,0.56,0.52,0.56,0.26,0.79,LIME,TRUE,110,0.76,TRUE,0.44,premium_adjustment,1/18/25 10:52,decrease,delayed,mild
POL-415027,51,360,429.97,154000,0.71,0.41,0.38,0.86,0.73,SHAP,TRUE,184,0.67,TRUE,0.5,retention_call,7/26/24 10:37,increase,delayed,high
POL-526582,28,6,996.35,1200000,0.74,0.33,0.38,0.88,0.86,counterfactual,FALSE,150,0.68,FALSE,0.55,premium_adjustment,3/17/24 9:37,increase,delayed,mild
POL-011244,46,150,980.26,618000,0.8,0.41,0.15,0.64,0.66,SHAP,FALSE,28,0.63,FALSE,0.68,none,2/4/25 10:40,increase,fast,mild
POL-633245,37,36,260.28,124000,0.68,0.2,0.13,0.34,0.92,LIME,FALSE,28,0.6,FALSE,0.6,premium_adjustment,3/20/25 14:33,increase,fast,none
POL-579800,62,362,171.1,324000,0.66,0.47,0.45,0.72,0.46,feature_importance,TRUE,50,0.72,TRUE,0.55,coverage_review,8/5/24 9:48,increase,moderate,mild
POL-911254,43,180,471.1,354000,0.94,0.23,0.14,0.44,0.62,LIME,FALSE,25,0.6,FALSE,0.61,none,8/2/24 14:43,increase,fast,none
POL-611200,55,480,184.69,279000,0.64,0.59,0.38,0.08,0.69,LIME,TRUE,215,0.77,FALSE,0.56,premium_adjustment,12/20/24 12:19,decrease,delayed,high
POL-701236,37,210,315.81,1061000,0.82,0.39,0.3,0.6,0.75,LIME,FALSE,88,0.87,FALSE,0.74,coverage_review,6/5/25 8:09,increase,moderate,mild
POL-119402,68,487,125.57,2000000,0.74,0.71,0.34,0.88,0.85,LIME,FALSE,180,0.65,TRUE,0.55,none,1/30/24 9:05,increase,delayed,high
POL-672941,59,200,125.52,70000,0.53,0.15,0.02,0.18,0.56,LIME,FALSE,40,0.58,FALSE,0.8,premium_adjustment,12/8/25 10:33,increase,fast,none
POL-604219,51,180,1496.87,70000,0.62,0.31,0.3,0.4,0.66,feature_importance,FALSE,170,0.66,TRUE,0.66,premium_adjustment,4/27/24 9:40,increase,delayed,mild
POL-012244,48,6,310,71000,0.68,0.19,0.22,0.32,0.66,LIME,FALSE,30,0.61,FALSE,0.68,none,9/11/25 9:47,increase,fast,none
POL-908868,45,160,119.49,376000,0.8,0.38,0.28,0.42,0.68,counterfactual,FALSE,52,0.82,FALSE,0.74,none,1/25/25 13:27,increase,moderate,none
POL-174800,28,22,52.42,76000,0.97,0.52,0.44,0.76,0.61,SHAP,TRUE,20,0.88,TRUE,0.52,retention_call,10/6/25 10:58,increase,fast,mild
POL-007305,70,300,160.04,78000,0.63,0.29,0.08,0.34,0.82,counterfactual,FALSE,98,0.87,FALSE,0.89,none,8/2/24 10:10,increase,moderate,none
POL-528617,47,260,261.65,521000,0.83,0.32,0.1,0.82,0.89,counterfactual,FALSE,80,0.9,FALSE,0.67,none,6/2/24 9:30,increase,moderate,none
POL-627519,53,40,310.05,1291000,0.87,0.34,0.34,0.16,0.79,rule-based,TRUE,34,0.7,TRUE,0.5,coverage_review,5/17/24 13:49,decrease,fast,mild
POL-090994,31,10,266.09,2000000,0.72,0.71,0.18,0.58,0.82,SHAP,FALSE,72,0.74,FALSE,0.65,none,6/28/25 10:40,increase,moderate,high
POL-271989,50,300,97.88,2000000,0.7,0.52,0.08,0.18,0.72,SHAP,FALSE,45,0.95,TRUE,0.86,coverage_review,1/5/25 10:27,increase,moderate,none
POL-213780,29,28,514.59,615000,0.84,0.69,0.14,0.08,0.86,SHAP,FALSE,15,0.58,FALSE,0.55,none,9/24/24 15:35,decrease,fast,high
POL-456149,56,110,210.44,135000,0.79,0.56,0.28,0.4,0.73,rule-based,FALSE,90,0.84,FALSE,0.7,none,8/21/24 16:47,increase,moderate,high
POL-314421,61,6,520.11,169000,0.95,0.21,0.4,0.72,0.62,rule-based,FALSE,28,0.95,TRUE,0.52,retention_call,4/28/24 18:25,increase,fast,none
POL-700102,45,76,52.3,239000,0.98,0.19,0.04,0.08,0.46,SHAP,FALSE,24,0.51,FALSE,0.64,none,2/11/25 15:28,neutral,fast,none
POL-601157,66,180,152.81,1115000,0.52,0.31,0.48,0.72,0.73,counterfactual,TRUE,170,0.67,TRUE,0.52,premium_adjustment,3/17/25 9:40,increase,delayed,mild
POL-172142,46,30,62.18,1457000,0.69,0.49,0.32,0.64,0.77,SHAP,FALSE,78,0.68,FALSE,0.78,premium_adjustment,4/25/25 9:35,increase,moderate,none
POL-493224,41,106,980.57,75000,0.71,0.48,0.14,0.4,0.69,feature_importance,FALSE,80,0.58,FALSE,0.42,none,5/21/24 13:11,increase,moderate,mild
POL-001941,30,40,188.1,121000,0.6,0.68,0.43,0.68,0.88,SHAP,TRUE,330,0.89,TRUE,0.72,coverage_review,11/2/24 10:15,increase,delayed,high
POL-004607,55,250,64.54,647000,0.55,0.41,0.3,0.48,0.61,rule-based,FALSE,15,0.65,TRUE,0.5,premium_adjustment,7/23/24 11:19,increase,fast,none
POL-609221,39,180,1493.16,1048000,0.82,0.58,0.14,0.34,0.66,feature_importance,TRUE,42,0.88,FALSE,0.75,coverage_review,6/4/24 13:10,increase,moderate,high
POL-709811,28,84,538.51,87000,0.81,0.24,0.22,0.34,0.88,LIME,FALSE,15,0.75,FALSE,0.71,none,1/26/24 9:43,increase,fast,none
POL-529410,57,312,121.6,1285000,0.63,0.2,0.46,0.28,0.76,feature_importance,FALSE,15,0.62,TRUE,0.68,coverage_review,9/16/24 9:43,decrease,fast,none
POL-362152,33,40,140.4,506000,0.93,0.25,0.35,0.38,0.92,LIME,FALSE,15,0.55,FALSE,0.78,none,10/26/24 9:47,neutral,fast,none
POL-613482,28,12,150.1,1214000,0.92,0.41,0.23,0.18,0.51,rule-based,FALSE,330,0.65,TRUE,0.68,none,2/10/25 8:12,neutral,delayed,none
POL-242248,46,10,132.81,81000,0.6,0.11,0.42,0.4,0.84,rule-based,FALSE,78,0.81,FALSE,0.51,premium_adjustment,7/13/24 11:08,neutral,moderate,none
POL-453821,43,180,520.12,431000,0.56,0.35,0.1,0.28,0.65,feature_importance,FALSE,80,0.6,FALSE,0.63,none,7/8/25 12:10,increase,moderate,mild
POL-4830,49,220,210.32,741000,0.89,0.44,0.45,0.62,0.63,SHAP,TRUE,18,0.66,TRUE,0.5,retention_call,5/26/24 10:37,increase,fast,high
POL-971950,54,6,130.55,1135000,0.86,0.41,0.44,0.79,0.78,feature_importance,FALSE,18,0.72,TRUE,0.48,premium_adjustment,8/11/25 9:03,increase,fast,none
POL-001109,39,108,95.38,473000,0.82,0.08,0.38,0.6,0.5,feature_importance,FALSE,60,0.81,FALSE,0.72,retention_call,4/15/25 18:29,increase,moderate,none
POL-752308,68,250,415.59,774000,0.82,0.45,0.44,0.18,0.82,SHAP,TRUE,15,0.52,FALSE,0.51,none,11/20/24 11:03,decrease,fast,mild
POL-107478,38,42,149.2,320000,0.86,0.65,0.46,0.12,0.77,rule-based,FALSE,24,0.68,FALSE,0.68,none,11/26/24 9:27,decrease,fast,mild
POL-927210,38,84,210.07,184000,0.91,0.05,0.22,0.48,0.63,LIME,FALSE,40,0.84,FALSE,0.71,none,6/20/25 13:33,increase,fast,none
POL-718372,48,368,310.67,1545000,0.8,0.48,0.44,0.83,0.5,SHAP,TRUE,298,0.7,FALSE,0.45,coverage_review,6/26/24 16:09,increase,delayed,high
POL-309441,61,120,184.76,634000,0.98,0.58,0.44,0.18,0.74,rule-based,FALSE,330,0.88,FALSE,0.82,none,4/20/25 18:12,decrease,delayed,mild
POL-826130,28,22,259.44,72000,0.93,0.22,0.44,0.6,0.68,feature_importance,FALSE,15,0.65,FALSE,0.58,premium_adjustment,9/17/24 9:30,increase,fast,none
POL-472980,37,110,269.7,489000,0.98,0.21,0.16,0.36,0.79,counterfactual,FALSE,82,0.51,FALSE,0.68,none,5/20/24 16:07,increase,moderate,none
POL-341926,45,66,1485.86,352000,0.98,0.32,0.05,0.16,0.68,LIME,FALSE,88,0.9,FALSE,0.64,none,12/8/25 13:33,increase,moderate,mild
POL-209025,48,212,413.29,897000,0.89,0.18,0.48,0.2,0.61,SHAP,FALSE,45,0.62,FALSE,0.68,none,8/19/24 12:13,decrease,moderate,none
POL-002834,68,372,409.23,244000,0.91,0.18,0.08,0.45,0.92,feature_importance,FALSE,60,0.84,FALSE,0.75,none,3/15/25 11:35,increase,moderate,none
POL-108944,55,155,995.77,105000,0.74,0.22,0.26,0.36,0.66,counterfactual,FALSE,230,0.82,TRUE,0.8,coverage_review,5/6/25 9:03,increase,delayed,mild
POL-123934,70,82,338.64,189000,0.58,0.32,0.08,0.32,0.9,rule-based,FALSE,15,0.86,FALSE,0.67,none,3/19/24 9:31,increase,fast,none
POL-716754,55,314,95.1,647000,0.8,0.22,0.46,0.48,0.88,LIME,FALSE,330,0.56,FALSE,0.58,none,8/26/25 17:10,neutral,delayed,none
POL-921321,58,350,310.47,756000,0.97,0.68,0.48,0.34,0.76,rule-based,FALSE,44,0.82,FALSE,0.78,none,1/26/24 9:43,decrease,moderate,high
OL-961206,38,342,210.23,182000,0.65,0.45,0.32,0.64,0.65,rule-based,TRUE,330,0.76,FALSE,0.53,none,12/25/24 11:35,increase,delayed,high
POL-513812,57,54,458.44,468000,0.87,0.42,0.3,0.76,0.88,rule-based,FALSE,62,0.6,TRUE,0.56,premium_adjustment,10/17/24 14:45,increase,moderate,mild
POL-607405,70,22,260.4,437000,0.82,0.71,0.02,0.38,0.68,SHAP,FALSE,30,0.7,FALSE,0.57,none,4/19/25 11:02,increase,fast,high
POL-001235,59,220,128.55,389000,0.52,0.58,0.28,0.4,0.79,LIME,FALSE,140,0.65,TRUE,0.42,retention_call,3/5/24 9:03,increase,delayed,mild
POL-667462,60,130,60.31,1509000,0.87,0.48,0.12,0.38,0.88,feature_importance,FALSE,52,0.61,FALSE,0.68,none,7/25/25 8:01,increase,moderate,none
POL-810874,31,6,189.84,695000,0.8,0.05,0.1,0.08,0.64,feature_importance,FALSE,58,0.66,FALSE,0.63,none,1/23/25 9:52,neutral,moderate,none
POL-543308,60,280,917.97,344000,0.93,0.65,0.06,0.78,0.83,SHAP,FALSE,40,0.59,FALSE,0.9,premium_adjustment,8/24/25 8:35,increase,fast,high
POL-115200,55,100,1477.18,919000,0.66,0.36,0.16,0.74,0.86,SHAP,FALSE,46,0.62,FALSE,0.77,none,8/18/25 15:49,increase,moderate,mild
POL-917314,28,8,1491.36,1218000,0.77,0.55,0.32,0.58,0.66,rule-based,FALSE,60,0.72,FALSE,0.48,premium_adjustment,8/23/24 10:35,increase,moderate,high
POL-868302,51,290,128.64,481000,0.86,0.51,0.1,0.36,0.52,rule-based,FALSE,65,0.69,FALSE,0.82,coverage_review,9/17/25 10:33,increase,moderate,none
POL-008724,28,6,980.19,1094000,0.6,0.23,0.24,0.46,0.7,SHAP,FALSE,120,0.63,FALSE,0.8,none,8/23/25 14:52,increase,delayed,mild
POL-108430,31,206,190.48,70000,0.82,0.33,0.28,0.32,0.73,feature_importance,FALSE,64,0.75,FALSE,0.7,none,12/25/24 16:52,neutral,moderate,none
POL-821692,28,62,75.13,788000,0.94,0.49,0.32,0.72,0.47,SHAP,FALSE,116,0.65,FALSE,0.8,none,8/21/25 9:52,increase,delayed,mild
POL-201276,40,312,502.69,1639000,0.7,0.05,0.35,0.74,0.66,LIME,FALSE,88,0.81,FALSE,0.52,none,3/15/24 8:13,increase,moderate,none
POL-904841,40,160,190.23,1516000,0.88,0.24,0.12,0.12,0.88,LIME,FALSE,170,0.6,FALSE,0.77,none,7/25/25 17:00,neutral,delayed,none
POL-160707,56,8,271.54,72000,0.97,0.46,0.38,0.8,0.68,LIME,FALSE,50,0.6,TRUE,0.88,retention_call,1/26/24 9:43,increase,moderate,mild
POL-862750,28,210,190.53,1559000,0.88,0.28,0.54,0.56,0.7,feature_importance,FALSE,34,0.72,FALSE,0.88,coverage_review,3/5/24 17:50,neutral,fast,none
POL-064362,32,224,375.92,644000,0.63,0.54,0.08,0.76,0.75,feature_importance,FALSE,28,0.76,TRUE,0.81,retention_call,7/24/24 10:19,increase,fast,high
POL-252822,49,68,66.89,543000,0.8,0.71,0.02,0.88,0.7,rule-based,FALSE,15,0.69,FALSE,0.64,none,7/17/24 18:03,increase,fast,mild
POL-901803,49,135,187.9,1016000,0.7,0.48,0.48,0.87,0.75,rule-based,FALSE,60,0.68,FALSE,0.79,retention_call,6/30/25 9:53,increase,moderate,none
POL-790249,28,100,210.35,1117000,0.98,0.55,0.06,0.18,0.76,SHAP,FALSE,50,0.88,FALSE,0.43,none,3/21/24 13:50,increase,moderate,high
POL-564684,58,280,1240.45,1362000,0.82,0.53,0.26,0.56,0.63,feature_importance,TRUE,140,0.72,FALSE,0.8,retention_call,12/8/25 13:33,increase,delayed,high
POL-118394,29,24,519.86,1110000,0.93,0.09,0.02,0.14,0.61,feature_importance,FALSE,15,0.71,FALSE,0.9,none,10/7/24 12:05,increase,fast,none
POL-035244,32,240,310.11,2000000,0.73,0.48,0.44,0.08,0.71,SHAP,TRUE,72,0.72,TRUE,0.54,premium_adjustment,5/26/25 18:44,decrease,moderate,high
POL-401348,69,412,311.14,608000,0.57,0.28,0.2,0.68,0.85,SHAP,FALSE,98,0.72,FALSE,0.74,none,9/18/24 11:42,increase,moderate,mild
POL-771409,31,8,288.04,394000,0.78,0.12,0.25,0.18,0.92,counterfactual,FALSE,15,0.6,FALSE,0.67,none,10/4/25 12:33,decrease,fast,none
POL-265910,48,280,261.42,386000,0.89,0.55,0.48,0.48,0.66,LIME,TRUE,48,0.8,FALSE,0.58,coverage_review,8/23/24 16:55,neutral,moderate,high
POL-053221,33,32,343.02,369000,0.74,0.38,0.28,0.58,0.63,LIME,FALSE,132,0.62,TRUE,0.67,none,7/9/25 16:50,increase,delayed,mild
POL-428273,37,6,156.14,616000,0.93,0.71,0.46,0.08,0.46,counterfactual,FALSE,20,0.55,FALSE,0.57,none,12/8/25 10:20,decrease,fast,high
POL-821911,50,510,662.55,526000,0.92,0.58,0.2,0.62,0.48,LIME,FALSE,48,0.68,FALSE,0.62,none,7/25/24 18:22,increase,moderate,high
POL-270909,67,220,260.32,2000000,0.77,0.52,0.52,0.12,0.52,LIME,FALSE,50,0.62,TRUE,0.66,none,6/1/24 9:47,decrease,moderate,mild
POL-608208,63,80,52.62,1038000,0.9,0.37,0.27,0.62,0.66,counterfactual,FALSE,100,0.65,FALSE,0.6,coverage_review,9/30/25 13:25,increase,moderate,none
POL-114469,33,240,89.72,1114000,0.74,0.26,0.28,0.58,0.88,LIME,FALSE,50,0.66,FALSE,0.71,none,9/4/25 17:13,increase,moderate,none
POL-890302,50,6,58.69,473000,0.78,0.05,0.15,0.64,0.88,LIME,FALSE,30,0.83,FALSE,0.88,none,12/4/24 13:33,increase,fast,none
POL-379100,30,110,357.51,201000,0.78,0.31,0.2,0.42,0.48,rule-based,FALSE,60,0.89,FALSE,0.8,retention_call,12/6/24 16:45,increase,moderate,none
POL-574205,33,128,54.95,120000,0.97,0.05,0.04,0.22,0.68,LIME,FALSE,22,0.64,FALSE,0.95,none,12/4/25 13:08,increase,fast,none
POL-707265,28,74,52.3,340000,0.98,0.18,0.52,0.08,0.63,counterfactual,FALSE,40,0.6,FALSE,0.8,none,8/25/25 17:03,decrease,fast,none
POL-694204,68,130,260.38,121000,0.62,0.48,0.38,0.68,0.73,rule-based,TRUE,204,0.77,TRUE,0.54,retention_call,10/23/24 13:29,increase,delayed,high
POL-003860,43,230,268.24,897000,0.91,0.32,0.16,0.16,0.67,LIME,FALSE,74,0.66,FALSE,0.6,none,8/18/24 15:45,neutral,moderate,none
POL-124943,38,210,189.53,72000,0.72,0.61,0.44,0.41,0.65,SHAP,TRUE,154,0.88,FALSE,0.87,premium_adjustment,10/25/25 17:48,neutral,delayed,high
POL-201442,63,480,757.86,464000,0.58,0.6,0.44,0.34,0.73,feature_importance,FALSE,330,0.62,FALSE,0.77,retention_call,4/2/24 17:23,decrease,delayed,high
POL-589172,62,300,260.13,286000,0.54,0.36,0.28,0.6,0.69,LIME,FALSE,18,0.68,TRUE,0.62,none,2/13/24 18:25,increase,fast,mild
POL-351831,28,180,359.81,618000,0.9,0.08,0.3,0.48,0.92,SHAP,TRUE,70,0.8,FALSE,0.55,none,3/19/24 15:11,increase,moderate,none
POL-305371,43,32,52.75,292000,0.67,0.42,0.12,0.2,0.78,LIME,FALSE,38,0.69,FALSE,0.73,none,11/12/25 9:09,increase,fast,none
POL-915930,38,220,469.32,1845000,0.8,0.71,0.44,0.44,0.92,SHAP,FALSE,36,0.83,FALSE,0.8,none,9/19/24 9:08,neutral,fast,high
POL-115732,54,340,980.25,542000,0.89,0.22,0.28,0.57,0.76,SHAP,FALSE,131,0.82,FALSE,0.75,none,7/19/24 16:38,increase,delayed,none
POL-478710,43,60,1491.53,81000,0.72,0.15,0.18,0.12,0.85,rule-based,FALSE,28,0.89,FALSE,0.67,none,10/15/24 8:30,decrease,fast,none
POL-51780,64,268,411.8,631000,0.64,0.45,0.28,0.58,0.88,feature_importance,FALSE,180,0.71,TRUE,0.52,premium_adjustment,1/24/25 10:06,increase,delayed,high
POL-099960,58,224,310.9,541000,0.77,0.71,0.38,0.88,0.91,SHAP,TRUE,55,0.59,FALSE,0.48,premium_adjustment,9/22/24 16:43,increase,moderate,high
POL-113468,69,160,310.21,1500000,0.75,0.71,0.49,0.62,0.72,LIME,TRUE,210,0.64,TRUE,0.7,coverage_review,7/26/24 18:44,increase,delayed,high
POL-279280,50,42,1476.32,184000,0.88,0.56,0.38,0.18,0.66,SHAP,FALSE,15,0.62,FALSE,0.68,none,9/4/24 9:43,decrease,fast,high
POL-175303,38,14,93.04,586000,0.88,0.05,0.54,0.76,0.65,feature_importance,FALSE,120,0.61,FALSE,0.6,retention_call,10/17/25 9:38,increase,delayed,none
POL-992601,70,520,260.4,735000,0.69,0.56,0.44,0.3,0.68,counterfactual,FALSE,30,0.72,FALSE,0.46,retention_call,12/4/24 13:19,decrease,fast,high
POL-920433,30,30,95.18,644000,0.76,0.25,0.12,0.22,0.6,feature_importance,FALSE,24,0.56,FALSE,0.67,none,3/16/25 11:54,increase,fast,none
POL-464830,49,180,127.55,1747000,0.72,0.2,0.18,0.35,0.66,counterfactual,FALSE,72,0.55,FALSE,0.81,none,10/1/24 10:03,increase,moderate,none
POL-669687,48,40,127.98,931000,0.7,0.21,0.15,0.22,0.64,rule-based,FALSE,58,0.62,FALSE,0.95,none,9/23/24 14:42,increase,moderate,none
POL-112204,58,240,146.83,947000,0.91,0.35,0.36,0.34,0.66,SHAP,TRUE,60,0.93,FALSE,0.48,coverage_review,4/28/24 12:23,neutral,moderate,none
POL-718383,30,58,1058.19,1102000,0.7,0.56,0.16,0.3,0.73,SHAP,FALSE,20,0.89,FALSE,0.4,none,7/24/25 16:53,increase,fast,high
POL-390204,34,520,88.86,83000,0.89,0.54,0.36,0.64,0.75,SHAP,FALSE,65,0.78,FALSE,0.72,coverage_review,1/8/25 15:42,increase,moderate,mild
POL-004414,49,186,729.32,271000,0.82,0.25,0.28,0.42,0.69,rule-based,FALSE,90,0.55,FALSE,0.74,none,8/20/24 17:40,increase,moderate,none
POL-314701,68,80,311.67,441000,0.94,0.11,0.04,0.48,0.76,SHAP,FALSE,88,0.84,FALSE,0.7,none,7/16/25 9:12,increase,moderate,none
POL-611010,69,312,310.93,401000,0.92,0.08,0.44,0.08,0.61,rule-based,TRUE,214,0.7,FALSE,0.95,none,8/16/25 11:25,decrease,delayed,none
POL-192841,67,124,139.71,412000,0.92,0.2,0.12,0.36,0.68,rule-based,FALSE,15,0.88,FALSE,0.86,none,8/24/25 13:53,increase,fast,none
POL-463120,43,265,52.7,2000000,0.6,0.69,0.28,0.24,0.6,LIME,TRUE,262,0.62,TRUE,0.61,premium_adjustment,3/18/24 9:09,neutral,delayed,high
POL-108938,55,240,61.97,305000,0.81,0.57,0.38,0.34,0.76,counterfactual,FALSE,88,0.86,FALSE,0.8,retention_call,4/1/25 18:37,neutral,moderate,mild
POL-112330,48,100,117.01,407000,0.83,0.22,0.12,0.32,0.76,LIME,FALSE,40,0.62,FALSE,0.81,none,3/19/24 17:37,increase,fast,none
POL-004214,29,100,663.29,1440000,0.95,0.52,0.4,0.3,0.66,counterfactual,FALSE,128,0.9,TRUE,0.44,coverage_review,3/23/25 12:17,decrease,delayed,high
POL-501600,37,420,478.83,1110000,0.92,0.45,0.38,0.22,0.92,counterfactual,FALSE,85,0.65,FALSE,0.66,none,1/26/24 10:35,decrease,moderate,mild
POL-812337,51,302,1470.3,123000,0.91,0.05,0.26,0.16,0.89,SHAP,TRUE,15,0.85,FALSE,0.8,none,2/4/25 11:40,decrease,fast,none
POL-329901,38,50,1491.38,421000,0.73,0.05,0.46,0.14,0.91,LIME,TRUE,35,0.86,TRUE,0.92,premium_adjustment,12/4/25 12:09,decrease,fast,none
POL-264881,58,70,735.01,361000,0.68,0.65,0.34,0.76,0.66,LIME,TRUE,28,0.7,FALSE,0.9,premium_adjustment,3/22/24 18:43,increase,fast,high
POL-371601,38,72,1213.67,544000,0.98,0.39,0.18,0.36,0.56,feature_importance,FALSE,110,0.95,FALSE,0.66,none,10/27/25 15:06,increase,delayed,mild
POL-325901,35,360,407.3,925000,0.71,0.06,0.14,0.3,0.79,LIME,FALSE,28,0.51,FALSE,0.82,none,1/26/24 9:43,increase,fast,none
POL-213901,28,372,353.64,1234000,0.72,0.52,0.46,0.16,0.71,SHAP,FALSE,132,0.71,TRUE,0.56,retention_call,12/8/25 13:33,decrease,delayed,high
POL-719204,55,14,68.09,124000,0.96,0.05,0.48,0.6,0.56,feature_importance,FALSE,20,0.55,TRUE,0.4,premium_adjustment,10/8/25 9:33,increase,fast,none
POL-01953,65,132,310.23,778000,0.61,0.53,0.42,0.62,0.61,rule-based,FALSE,40,0.62,FALSE,0.65,none,7/2/24 9:12,increase,fast,mild
POL-614859,32,250,55.88,306000,0.86,0.08,0.02,0.44,0.92,counterfactual,FALSE,55,0.6,FALSE,0.84,none,8/20/25 15:03,increase,moderate,none
POL-092318,39,12,78.05,85000,0.56,0.66,0.18,0.08,0.82,SHAP,FALSE,15,0.51,FALSE,0.95,none,6/8/25 8:45,decrease,fast,mild
POL-597475,28,20,75.04,951000,0.6,0.08,0.38,0.8,0.76,rule-based,TRUE,248,0.88,TRUE,0.53,retention_call,6/20/24 14:35,increase,delayed,none
POL-023432,32,520,414.72,1950000,0.88,0.31,0.18,0.08,0.74,LIME,FALSE,81,0.78,FALSE,0.7,none,10/1/25 17:52,decrease,moderate,mild
POL-119238,33,412,146.94,120000,0.88,0.22,0.18,0.3,0.65,LIME,FALSE,16,0.62,FALSE,0.78,none,9/8/25 11:19,increase,fast,none
